id	tweet	subtask_a
31334	insanların birbirinin arkasından bu kadar çok konuşup sonra bu kadar fazla samimi olması beni fazlasıyla güldürüyor , lütfen biraz karakter .	NOT
24668	bütün o . c olur bir araya toplanmış	OFF
28565	gerçekten derya sana inanamıyorum eylemin arkadaşın olduğunu sanıyordum sözlerine pişman olacaksın	OFF
29474	ameliyat oldum kan tuttuğu için bayıldım nasıl oluyor bu işler	NOT
26066	tahammül sınırım çoktan aşıldığından beri insanlarla daha az görüşmeye , hislerimi açmamaya ve tuğla tuğla duvar örmeye başladım . beni sıkıntıya sokacak insanları ve durumları elimin tersiyle ittim , pişman değilim	NOT
29921	şenol güneş adam olsa ile çalışmaz vatanını seven bir insan olsa 4 senelik sözleşme yapmaz . 2. fatih terim vakası kesinlikle yaşanacaktır . büyük hain demirören ve onu hala orada tutanlardır .	OFF
43107	çoluk çocuk la muhatap etme bizi	NOT
22892	henüz sizin gibi insanlarla tanışmadıkları içindir	NOT
11803	vizeleriniz bitti diye elinizde bavulunuzla gidiyorsunuz ya , benim gözlerim nasıl doluyor . . sen vizeden sonra deli dana gibi heyecanla kacardım ıspartadan memleketime	NOT
34532	ysk öyle demedi şunu dedi sandık kurullarını ben yanlış seçtim bahane tabii bu nedenle tekrar ediyorum . sen eğer çaldığını deliller ile ispatlamazsan namussuzsun	OFF
30080	son yirmi dakika yapabildiğiniz rt tweet hızlı hızlı hadi kazanalım army Bang'lanın Random'uyuz onlar hep kazanıyorsa bizde hep kazanalım fighting	NOT
37705	bir tane istediğim gibi ve kullanışlı sırt çantası alayım daha sırt çantası almayacağım diyorum yok anam asla bulamıyorum	NOT
42624	vallahi ya , aykut'u seviyorum efsanemiz tamam ama kendi oyunu ile büyük bir takımda başarılı olamadı hiç . 2011 de dahil , çünkü o şampiyonluğu da daum'a yazıyorum . mis gibi takımdı .	NOT
20887	ula abu adamı türk yapalım yahu ! !	NOT
20404	kasımda inşallah gardanım gotumuz vatana emanet albayımıza değil	OFF
24700	daha yeni istemeden bir sevgili tartışmasının içine girdi ve o an yalnızlığımla tekrardan gurur duydum	NOT
42894	uğruna dünyanın tüm acılarını bile çekmeye razı olduğun insan için artık kılını bile kıpırdatmak istemeyince anlıyorsun tahammülsüzlüğün neler getirdiğini .	NOT
23584	ayağa kalkıp yaşamadan oturup yazmaya çalışmak ne büyük bir sefalettir	NOT
40376	hiç videonu şeyertmemiştim . bunu seyrettim ... çok boş konuşuyorsun ... sadece konuşuyorsun ... üstelik bu ülkede yaşamıyormuşsun bile ... sen tekrar soruyorum , bu ülkeye kaç para vergi ödedin ... de git işine ...	NOT
35616	mallan bu komünistler öyle böyle değil amerikan eşekleri	OFF
45106	bu japonlar sırf cinslik olsun diye mi böyle şeyler yapıyor ? ? ? bir akıllı işiniz yok ya !	OFF
33020	göz yumdum çektikleri eziyete . bilsem ki kimsenin parmağı yok bu sürüp giden işkencede ; kilim bile kıpırdamadan bir sabah çekerdim darağacına çekerdim kendimi bilsem ki suç bende ! . . rıfat ılgaz	NOT
43348	çok yapışıklar ya hulyam iğrençler sabah havalansın diye camları açılınca dolmuşlar içeri hepsi de erkek hemen hallettirdim	NOT
38664	söyledikleriniz bazılarına masal gibi geliyor . oysa hayat mekanizmasının ta kendisi . farkeden fark ediyor . aslında o işleyen sistem kendini gizlemiyor , çok açık görülüyor da bakmasını bilen görüyor .	NOT
28609	bence buluşup yüz yüze senin beynini yakmalıyız	OFF
44507	hiçkimseyi itham edemezsiniz a pezevenk ! ! dinsizlik bir erdemdir . yalana değil bilime inanmaktır . sizde beyin olmadığı için anlamazsınız	OFF
21402	cidden iyice saçmaladınız . reel atınca sıkıntı kendimizi için yapınca sıkıntı . eee o zaman biz selcaday ’ e katılmayalım ne gerek . neden bu kadar kötüsünüz . yeni hesabımda da beni buldunuz da elinize ne geçti ? beni alıntılayarak nereye varacaksınız ? bir haftadır böyle sıktınız	NOT
14068	bu tweet 6 gün önce Lazio bjk gs maçı içindi	NOT
42728	yine kayıp bir yazdı , ellerin bembeyazdı ayşem	NOT
30006	bu ülke yeni başarılara değil ; geçmişin başarılarına aç . tarihte yaşamaktan kurtulamıyoruz . bizden olmayanın güncel başarısına hep geçmiş başarılarımızla cevap veriyoruz .	NOT
28727	hiç bir yüz güzel değil senin yüzünden	NOT
41021	radamel falcao garcia zarate ... sen olmadan bir şeyler eksik gibi be	NOT
22226	ne güzel ... . sen hep o şahane kırmızı yüksek topuklu ayakkabılarınla şıkır şıkır aydınlatsana taytı	NOT
23488	evlilikten sonra diriliş ( hayat ) var mıdır ? .	NOT
42542	eve kaçıyorum bir on yıl görüşmesek sizi hiç özlemem canım akrabalarım	NOT
29633	günaydın hayırlı sabahlar mutlu hafta sonları . .	NOT
30379	slm iyi geceler çiftler bayanlar tanışalım her konuda yardımcı olurum iyi de ücret verim 06068266580 cari atın özele açık tlf çiftler görüşelim	NOT
40516	sigarayı 3 pakete çıkardım ne olursa olsun gözüm ... ...	NOT
11115	şu saçmalığa son verin ! kenan cumhuriyet bebesi	OFF
17379	ya cevap vermezse diye düşünüp atmadığım mesajlar var	NOT
31626	itfaiyeci öldüğüm gün kurban keseceğim bu işten en çok hayvancılar kazanacak türkiye kazanacak beni tandırın	NOT
15260	koopta gerçekten hoşlanmadığım iki kadın var . şu an ikisi de solo . rica ediyorum anasayfama düşürmesenize gecem zehir oluyor	NOT
30690	3 hafta boyunca sınavım var keşke kötürüm kalsam da okula gelemeyecek olsam	NOT
22382	a haber ... insanları aptal yerine koyuyor . ucuz kahramanlık bu kanal sayesinde pahallandı , maalesef	OFF
41659	lakabı : şevket burcu : akrep uğurlu günü : cumartesi uğurlu sayısı : 3 hitap şekli : bebeğim şarkı : alan walker-sing me to sleep sevdiği çiçek : yok sevdiği tatlar : acı , eksi sevdiği renkler : kırmızı ve siyah anahtar kelimeler : ananın a mı mekan : alkollü olan her yer	OFF
42347	sen artık ciddiye alan yok , söylediğin hiç bir şeye kimse itibar etmiyor . yalancı !	OFF
35338	tanrım senden tek dileğim uyku	NOT
13344	kurullar barışmış , şimdi bunlar birleşip usa saldırmasın	NOT
32098	yüksek verimli ve kaliteli meyve , sebze , süs bitkileri üretimi için gerekli deneme ve ıslah çalışmaları yapan bahçe bitkileri branşlı ziraat mühendisleri üreticiyle buluşmak için hazır ! sahada yer almak için atanmamız şart ! 71	NOT
28051	nerde o eski hızlı zamanlarımız	NOT
22081	son gece ve gündüz rüyasını farkındasın uyanmak için tek rüya görmek gerek	NOT
45342	... aşk ne kaçınılmaz sanılan kırışıklardan pay alır , ne tozlanır ya da yıpranır , aşk ilk nerde doğmuşsa , orada yaşar hep değişmeden ... zamanla olur sansa da ! . . terk etmez o bedeni . öyle kutsal bir kişisin ki , varlığın coşku verir , yokluğunsa umut demek	NOT
13350	selamlar güzel günler manzara harika	NOT
20321	ben halen bekliyorum seni dm ye bakma masaj için	NOT
39657	senin her yerin sert tepki olsa kaç yazar . çok biliyorsan istifa etmeyecektin . eğer davanın uğruna istifa ettinse demek ki davana zarar veriyordun . bizim eski apartman yöneticisine benziyorsun . adam hala bilanço sunamadı yeni yöneticiyi eleştiriyor .	OFF
36220	sosyalist bir yoldaş daha kazandık	NOT
30311	kendi kağıttepe pardon istanbul adayı olduğunda kendi arkasında kasetten başka başarı hikayesi var mıydı acaba ?	OFF
27259	madem öyle bizde böyle . aynen devam	NOT
28159	gördüm hocam da ekran başında olamayacağımdan pas geçmek zorunda kaldım bu güzel ortanızı	NOT
28630	keşke ... ıspartada biraz daha kalabilsem ( dilara )	NOT
11068	13 yaşında ki kardeşimin yastığının altında sevgilisinin fotoğrafı var . ben hala tavana zihnim de şekiller çizerek uyuyorum	NOT
41789	kimde saklanacak sırasında varsa , kaybetmemek için makam sahibi yapıp , susturuluyor gibi ...	OFF
44321	Şâdân'cı : dilenci sadaka vermek : dilenciye para vermek siysene : şey aferim : aferin delleniyom : deliriyorum gidelim : gidelim yapıp bürünmek : başörtüsü takmak zati : zaten püskürt : bisküvi çimmek : yüzmek pace : pencere Gunnar'a : hayvanın doğum yapması yanniyax : yalınayak	NOT
10690	halkın alçakça yönlendirilmesinden tiksiniyorum . 60 milyar dolar değeri olan bir firmanın hiçbir yazılı yada görsel medyada 5 saniyelik bile reklam vermemesini hiç mi düşünmüyorsunuz ? veremezler yasal değiller . o yüzden bu yoldan tanıtım yapıyorlar görün artık . vahşi kapitalizmi .	OFF
44780	aynen mk bir bok yaptıkları da yok naşi duruyorlar hala bilmem	OFF
20976	nankörler hadsizler işbirlikçiler bu ülkede def olup gittiğinde herşey güzel olacak	OFF
10454	ne ara bitti bu haftasonu yaa . . kabul etmiyorum hayır olamaz	NOT
19164	ben ölsem de bırakmam o eli birdefa hiç görmeden bilmeden tuttu yarım sadece taktiri illa ölüm bile gelse beklerim seni gittiğim yerde asla bırakmam sende ölmek bile güzel olucak sen çok seviyorum yarim	NOT
30293	umut iyi bir şeydirbelki de en iyisi , ve iyi şeyler asla ölmez ,	NOT
28120	giden selametle gitsin , ama gidip de geri dönen siktirsin gitsin .	OFF
36449	hobi olarak mı boş yapıyorsun yoksa meslek olarak mı	OFF
37706	ya reis sen ne büyük adamsın nasıl bir kalbi varmış nereden bildin bunların toplanıp geleceğini . .	NOT
21288	suriye ve rusya idlibi vekalet savaşlarını bitirmek ve suriyeye barışı hakim kılmak için vuruyormuş . ne olursa olsun esed kalıncılar çürümüşlüğün kitabını yazıyor . neuzübillah !	OFF
13401	annegg tamam hastaneye gidip iğne yaptırabilirsin yeter ki rahatça hyyim mk	OFF
31884	amguard nedir yaa ? ahahahahaha kral bu nece tespittir yaa vur masaya da dinlesin ortalık yargı dağıtmışsın tek kelime ile	NOT
15191	o yerden yere vurmuş , sizin birbirinize vurduklarınızdan biz hala utanıyoruz .	OFF
13802	üzül miyim diye kendime teselli veriyorum bir anda aklıma projeler , son sınavlar falan geliyor , gülemiyorum .	NOT
11270	ne demek bir ay daha antrenman yapamazsın doktor hanım ? ölmek istiyorsan açık açık söyle uğraşmayalım böyle	OFF
32235	umarım kimse kalp atışlarını duyacak kadar yakın olmaz sen , buna dayanamam ...	NOT
14790	ölenle ölünülmeyen bu dünya da kalanla da yaşanmıyor	NOT
40996	t. c ? zeynep hanım çok gizemli . merak içindeyim	NOT
33082	ben çok iyi talk yapamadığımı fark ettim ay beğenirim ay takiplerim diye bir panik atak geliyor yarıda kesiyorum hemen bunu nasıl yeneceğim ? ? ?	NOT
32451	senin bu hayatta başarabildiğin tek şey kalp kırmak	NOT
41612	" varsa " sözcüğü bile kayyıma kapı aralayıcı sözdür .	NOT
22237	hem bakın bizim üzerimizden prim de yapılıyor biz böyle değiliz onlar böyle diyorlar :)	NOT
20296	otel tuta gelir misiniz bu götü silmek isterim çok	OFF
44021	siz abd ile yatıp kalkıyorsunuz sizin yapt8ğinizi chp bile yapmaz suriyenin geleceğini alacak abe de ile konuşacağınıza gidip esedle bir araya gelmeniz daha iyi akp abe de ile beraber devriye atıyor abe debi taraftan ypgyi pkkyı silahlandırmaya devam ediyor şehitlerimizden utanın	OFF
35925	enderun usulü ne demek ? teravih teravihtir . eğer amaç dikkat çekip birilerinin gözüne girmekse o ayrı ... dibi olmak demek salim müslüman olmak demek olmadığını türk halkına öğrettiniz , sağolun .	OFF
15722	arkadaşlar twitter hesabıma saçma sapan şeyler oluyor takip ettiklerimi göremiyorum ve otomatikman takipten çıkartılıyor ... yardımcı olun laaaa	NOT
19039	anlattığı gençlik savunduğu ideolojinin gençliği . bizim gençlerimiz değil . bizim gençlerimiz gelecek endişesi taşıyor , kendilerini geliştirmek için uğraşıyor , vatanına ve milletine yararlı evlatlar olmaya çalışıyorlar .	NOT
20051	bizden istediği verimi alamayan abd , kuzey koreye tekrar yaptırım uygulama kararı aldı :) )	NOT
33458	hepinizin kafasını ütülediğim için herkes görmeli sevinmeli djdmdjkdkd	NOT
28436	yere göğe sığdıramadıklarınızı yerden göğe zıplatıyorlar .	OFF
25004	bugün abime , atanırsam ilk işim bir bisiklet alıp türkiye turuna çıkacağım dedim gülmeye başladı ... dedi ne zaman dedim yaz tatilinde sonra ablam yan taraftan annemin bana ne diyeceğini birebir söyledi ; ayşe fındık zamanı gidebilir misin ? sonra üçümüz birden " hayır "	NOT
33606	sen her denilene bakma bana bak o diyen direk para yatırımının demiştir sen bunun mobil ödemesi var paparası var cepbank var astropay var varda var yani bunları hesap et	NOT
38457	merhaba özelden yazar mısınız tanışmak istiyorum sizlerle bişek erkeğim özelden resim atarım sancaktepede oturuyorum aktif pasif oluyorum 23 yaşındayım	NOT
38326	mükemmelsin dostum kahvaltı çünkü önemli	NOT
18031	serhat akın , popülerlik uğruna mahalle karısı gibi içeride konuşulanları çarpıtıp sızdırıyorsun sen zaten survivorda da nasıl biri olduğunu gördüğümüz için şaşırtmıyorsun ama akıllı ol !	OFF
30360	2 - meclis tamamen devre dışı bırakılarak cumhurbaşkanlığı kararnameleriyle yönetilir	NOT
32831	ara telde sekiselim 4843255949 kızlar arasın özele açık	OFF
36018	tüm sevdiklerime , sevenlerime mutlu bir bayram diliyorum .	NOT
10206	he bir de hep misafir çocuklar gelince şaklardım kclçlfkflkfkfkçkçkçk	NOT
25502	ağa bak ne var burda :) bana çok tanıdık geldi bu tirit .	NOT
21538	biz siyah önlük ile okuduk ilkokulu dedik hep avrupa gibi şerbet kıyafet olsun bu nasıl iş kardeşim bir okul üniforması takım 250 tl lise ortaöğretimde aynı şekilde ilkokul da ondan farkı yok bu millet nasıl alsın yani iyi ki kitapları devlet karşılıyor yoksa eller yukarı millet	NOT
37669	ne anlamam lazım bu bakışındannn belli miydi zaten kaçışından	NOT
14420	kagem koordinatörü kıymetli dostum ayşenur mutlunun vedası üzerine	NOT
33526	niye tekrarlanılsın yahu gittik oyumuzu verdik seçimimizi yaptık yeter toplumun çok daha önemli sorunları var birileri köşeyi dönmeye devam etsin diye ortalık bulandırırsa yaptığı hinlik ayağına dolaşır	OFF
32131	sınavı bitmiş olmak özgürlükse , özgürüm hepinizden önce	NOT
13406	çok pis uykum geldi neden böyle oldu şimdi	NOT
28631	karısını siktiğim takipçi beni de takip et	OFF
18126	kavga ederken mantıklı cevap almaktan nefret ederim keşke biraz daha salak bir sevgili seçseydim içinden başka bir şey seçeceğim kelime bile kullanmıyor öyle cool	NOT
31654	gs yol alsın töre kardeşiyle bjk kişiler değil taraftarıdır bjk seven adam bjk ihanet etmez bjk laf söyleyip sonra bjk sahibi taraftarıdır falan deme hakkı yok	NOT
11953	anıla üzüldüm ya valla bak takılsın bizimkilerle bıraksın şu delileri	NOT
14565	diyanet işleri ( 39 / zumer-3 : iyi bilin ki , halis din yalnız allahındır . o ’ nu bırakıp da başka dostlar edinenler , “ biz onlara sadece , bizi allaha daha çok yaklaştırsınlar diye ibadet ediyoruz ” diyorlar . + + +	NOT
17425	geceyi güneş siler beni senin hasretiiiiinn	NOT
34222	herkes kendine bir pay bulabilir diriliş ertuğrul .	NOT
36880	yayın sırasında altta sürekli erdoğanın sözleri geçiyor :)	NOT
31449	günaydın , uyandık ama nasıl uyandık	NOT
40720	bırak ta oleyim sevdaeğilmez alihüroğlu özgükaya keremcem iyibayramlar alev	NOT
10404	işte bu şarkıya çok anlamlı bir şarkı düşünülmesi gerekir falan diye saçmalıyorlar kardeşim gayet net altını üstünü karıştırmayın işte yılmış ona söylemiş duygu yoğunluğuna ne gerek var yahu bir siktirin	OFF
45773	bugün senin için bir şey yapmıyorsam , dün senin için elimden geleni yaptığım içindir ...	NOT
17876	sevmek zor iş ; ne maaşı var , ne sigortası , bir ayrılığı var bir de göz yaşı ediş Haso	NOT
26219	bin kerede denesek olmaz biliyorum demiştin . belki bin kere denemedik ama olmayacağını anladım . umarım haklı çıkmak seni mutlu etmiştir .	NOT
36951	bence bu arkadaşın gözüne yay kaçmış . . yaylar tarihin en güvenilir insanlarıdır . . yay olduğum için söylemiyorum . . bilimsel veri paylaşıyorum	NOT
36171	abi o içtiğinden sonra mı böyle oldun yoksa daha öncenden olmuş muydun	OFF
33828	* din samimiyettir . “ samimi niyet ” allahım , kulluğumuza samimiyet ver ibadetlerimize samimiyet ver namazlarımıza samimiyet ver tesettürümüze samimiyet ver nefsimize takvasını ver . ve ona her türlü zalimlikten ıslah et ... amin *	NOT
43865	kim vatana ve millete hizmet ediyorsa onu desteklemeye devam etti . onun yolunda gitmeye gönül koydum ve bu uğurda mücadele ediyoruz	NOT
13510	ya anlamadınız mı binali yıldırım kim , diğeri kim bunların dedikleri önemli değil saraydaki ne diyecek o önemli bunlar etkisiz eleman boş görünmesin hesabı iste	OFF
13464	fatih sultan tekke zamanı gelince ait olduğun yere geri döneceksin	OFF
16815	tag belirtelim . . kopyala yapıştır kullanarak tweet atsınlar başka türlü tt olamayız . . bir kez kopyaladılar mi sürekli kullanabilirler . . bence bunu bir kanaldan açıklayın sonra destek isteyelim . .	NOT
41625	mesela 1996 da kürt sorununa islami çözüm sempozyumu yapılmış kitablaştırılmış mehmet pamuk m . islamoğlu mahkum edilmişti laik sistemin başındakiler tarafından . . islamcılar derken partili tarikatçı ıvır zıvırı kastediyorsan kavram yanlış kullanıyorsun kardeş	OFF
37746	inşallah daha iyisi gelir mikel transferini görünce çok da aldırış etmemek lazım rodanın gidişine	NOT
11160	bulduğumu haber vereceğim sayın takipçilerime . çünkü twitter böyle bir yer icraat yok laf var	NOT
33660	ama night king’in tekbir söz etmeden ölmesi hayal kırıklığı oldu ...	NOT
42409	kastettiğin benim minnoş yeğenim gibi bir denizse sorumu soruyorum o zaman ! ! oyuncak istiyorum benn oyuncakçıya gidelim ben naata demeyi ne zaman bıraktın ?	NOT
10228	merkez : değeri türkiye sınır değerinin 2 kat üzerinde ve sağlıksız .	NOT
17700	kimse kusura bakmasın muslera için 25-30m € bir teklif gelsin bal gibi satılır	NOT
25179	canımı yaka yaka yutkunduğum şeyler var olup bitmeyen geçip gitmeyen .	NOT
21922	yine mi bir sıkıntı yok değil mi canım	NOT
43360	transfer yasağını kaldıramayacaksanız neden aday oldunuz ? neden gelecek kişilere mâni oldunuz ? ben başkan olsam senin yaptığının fazlasını kat kat yapardım . koskoca ankaragücü'nün tarihinde denk geldiğimiz zamana bak	NOT
11299	otostop çektiğimde motorcu arkadaşların önümdeki ve arkamdaki arkadaşları alıp gitmelerine buruk bir şekilde şahit olurken , yürümek istediğimde de yolun sonuna gelince motorcu bir arkadaşın durup ' gideceğiniz yere kadar bırakabilirim ' demesine aynı buruklukla şahit oldum ... . .	NOT
17065	haa saadet partisi hala chp hala hdp . hepiniz de aynı bokun bokusunuz . yalansa yalan desene . nerde görülmüş saadet ile chpnin bir olduğu . necmettin erbakan'ın kemikleri sızım sızım sızlıyordur	OFF
13014	ben hariç kimse tutamaz sizi beybiiii	NOT
15290	karanlık sorun değildi çünkü sen koymuştum güneş yerine .	NOT
10137	18 yaşımdan gün aldım ve seçim olacak görev almak istiyorum dedim aldım oturdum sandık başına ve hiç bırakmadım bu da bir vatan görevi idi şimdi ne oldu artık oy vermeye sandığa gitmeye gerek kalmadı ... herkesin evinden zarfları toplasınlar . .	NOT
42623	beynimizin yüzde kaçını kullandığımızı nerden biliyoruz da yüzde yüzünü kullansak şöyle olurdu diyoruz ?	NOT
27822	en sevdiğim renk turuncu en sevdiğim renk portakallı ? ? ?	NOT
11648	hayatımız resmen telefon şarj aleti ve priz arasında geçiyor	NOT
23896	para bazı insanların gözünü kör etmiş akıllarını da saman	OFF
39004	demek mit'ten çok çekmişsiniz , zil takıp oynuyorsunuz ha : d neyse dağları vurup kürt halkının asıl kat . illerini yok etmeye devam . . fazla sevinmeyin yani . anca suikast düzenlersiniz , kalleş kalleş . .	OFF
13860	şey diyor muşum , beni ne zorluyorlar , birbirlerini zorlasınlar falan . ‍♂️	NOT
33713	istanbulcum gitmemem için tüm olanaklarını seferber ediyorsun . zaten bir ay sonra görüşeceğiz güzelim bırak da okumaya gideyim .	NOT
23277	hah ha aman erkekler zaten ... ay neyse mailde yazayım	OFF
14710	sen kısır ve zürriyetsiz diyenlere cevap ver	OFF
43792	son dakika . ibb'deki israf araçları sergileyen ekrem imamoğlu , gelecek hafta da aynı yerde bankamatik memurlarını sergileyecek ...	NOT
20340	keşke gelse göbek atarız ama pek olabilirmiş gibi gelmedi bana	NOT
24879	atatürkü sevmemek için nedenlerden biri ... . aptallar yüzünden ne çektik ...	OFF
33175	fitili de oral olarak alan var ah bir bilseniz neler neler	NOT
22274	çok konuşma fırsatım olmadı ama aklım kaldı kızda şimdi inşallah yakında sağlığına kavuşur babası	NOT
15765	cuma vakti kapatın müzik falan ne varsa huyu	NOT
17774	bunu yapan adam başkan artık her neyse tek amacı olabilir takımın şampiyon olmasını engellemek yani başka türlü izahatı mümkün değil .	OFF
33743	hayatım özeti : sevdiğimiz şeyleri yapabilmek için sevmediğimiz şeyleri yapmak zorunda kaldığımız süreç .	NOT
40711	güzel ülkemin güzel insanlarının kurban bayramlarını kutlarım . mazlumun gözyaşlarının dindiği bayramlar görmek dileğiyle , iyi bayramlar .	NOT
35274	2017 den beri takipliyorum sen o zamanlar hesap adı farklıydı . ayı pazarında atışmıştık seninle , teknik herşey değil trendi temel belirler diye ısrar etmiştim çok detay hatırlamıyorum . ama hala aynı fikirdeyim . teknik önemlidir . ama temel analiz olmadan hiç birşeydir .	NOT
29798	önce bir tırstım ama iyi taktik paylaştık işte çünkü değer	NOT
20785	umarım . . sorsam eylemi sevmeyecek insanların nispet olsun diye bir arada olunca sevmesi hoş değil çünkü	NOT
19440	merhaba ben seni çok seviyorum ️️	NOT
33938	uyumak istediğim an evren düşmanım oluyor	NOT
13079	tweet tıkladım açtığım zaman suğa'nın fotoğrafını görünce korktum , korktuktan sonra güldüm ulan suga kdkdjdksksks korkmamda telefon düşecekti skdksjkdks	NOT
15971	iremi takip bile etmiyor benim bildiğim ...	NOT
29038	cesur ol ve risk al . hiçbir şey deneyimin yerini tutamaz .	NOT
21509	geçti şükür vatan özlemi başladı . ankara ya iyi bakın .	NOT
41292	sen kendin hoşsun saçın mı hoş olmayacak	NOT
44163	farzetmek , ya da bütün sonsuzluğuyla ve bütün canlılığıyla ilahi bilgilerin , muhkem bir şekilde beşere öğretilmesi ve allah teâlâ'ya bir anlamda ortak ve eşdeğer bir varlık ortaya koymanın mümkün olduğu vehmine kapılmak veyahut allah tealanın beşer ilmini , belli ve	NOT
10728	gözlerinizden öperim iyi yürekli çocuklar	NOT
39328	suriyeliler konusunda devletimiz planlama yapmakta geç kaldığı için bugün bu tartışmalar bu denli sert geçiyor . ülkemizin demografik yapısına ve ekonomisine etkisi olduğunu söylemek ırkçılık değildir . kaldı ki bugün yeni parti kurmak isteyen malum zatlar da bu konudan mesul .	NOT
33428	ülkenin gündemini unutup yok boyun kaç , hangi sehirdesin plakanı yaz , eski sevgilin ozlerse ararsa ne yaparsın gibi titlerden gerçekten yorulmadınız mı arkaslar	NOT
14421	filistin için devam afrika için devam mürşit için devam suriye için devam pkk köpekleri için devam din düşmanları için devam köprüler için devam duble yollar için devam dünyanın en büyük havalimanı için devam kanalistanbul için Fetö şarlatanı için devam israil zulmü için devam	OFF
41772	hayatın bana verdiği ipuçlarını takip ediyorum ama kapısı kapalı belki de ben kendimi içeri kilitledim bilmiyorum	NOT
21034	gölgelere dikkat ederseniz eklemeleri net anlarsınız . sağdaki gölgeler ile ana resmin gölgeleri yön ve uzunluk olarak birbirinden farklı +	NOT
23594	yahu senin de aklın fikrin pipide kadın mucit kim var onu söyle . .	OFF
21391	başıma saplanan ağrı mı daha çok acıtır yoksa kalbime saplanan sen mi ?	NOT
34468	bunlar ucuz numaralar sen bunlarla anca senin gibi salakları aptalları kandırırsın havlamaya devam et sende göreceksin	OFF
13327	dönüp bakmaya tenezzül bile etmediğiniz insanlara gün gelecek muhtaç kalacaksınız	NOT
22623	sorulamayan sorulardan sonra bizde başladığınız yerden bitiriyoruz ... bu güzellemelerin ardında samimiyetsizlikten başka bir şey yok . değişecek birşeyde yok . düzene uy rahat et :) )	NOT
21396	seninleyken olmak istediğim başka bir yer yok	NOT
15745	gayimsi tipler , sokaklardan tehlikeden ve sürtüklerden bahsetmeye başladı . adamı sokakta çevirsen , cüzdan direk teslim . bu tipler , sahtelik ve kurgu dolu rpler .	OFF
21820	küçük bir tatildeydim fazla giremedim . teşekkür ederim , hoşbuldum	NOT
17300	dünya da şeker fabrikası çalıştıran devlet kaldı mı demek ki pancar üreten aklınız sıra aşağılamaya çalıştığınız çiftçi sizden 50 yıl önde gidiyor kendiniz çalıp kendiniz oynamaya devam	OFF
19501	dolar yükseliyor olmaz çok ucuz o	NOT
35332	küfür etmeyi sevmem ama sen çok yakışıyor ‍♀️	NOT
37869	haluk abicim 17 temmuzda bolu da konserin varmış konserden sonra yorgunluk kahvesi içmek istersen beklerim seni seviyoruz :) ‍♂️	NOT
45344	en büyük özelliği uzaylılar tarafından kaçırılması evet tarafından	OFF
18448	hayal gücünün bilimdeki önemine dair einsteinin o sözünü yanlış anlamış . einstein mantık çerçevesinde kalan bir hayal gücünden söz etmişti . şuna dair hiçbir mantık gerekçesi ve diğer delil yok ki " homofobi " burada anlattığı iğrenç suça katkı yapacak olsun .	NOT
15350	niye bu kadar zayıflamak istiyorlar anlamıyorum 57 kilo nedir ya aynı kilodayız hdjsksgvska	NOT
27097	sen de ara çat kapı gel aq çünkü kapım var .	OFF
13533	rabbim size bağışlasın inşallah çok tatlı maşallah	NOT
35410	liverpool kupayı kaldıracak ben ligi'nde şampiyonu olmasını isterdim . tottenham mi hiç sevmedim bana itici geliyor skor liverpool 3-0 alır diye düşünüyorum	NOT
13719	aynen öyle . resmen boş boş gereksiz devamlılığı olmayan bir sürü saçma bölüm izledik . oyunculara da bizim zamanımıza da yazık oldu .	NOT
11829	becerenler için devam o zaman	NOT
21090	kapı önü sohbeti uzadı . o kadar üşümüşüm ki sigara içme isteği bile duymadan kendimi yatağa attım . yaşasın sıcak ev	NOT
42759	sen kendi yazdıklarını rt yap hatta fazla , herkese faşist demeye devam et ...	OFF
41023	acaba kaş kişi beni engelledi . . müthiş unproblematic sessiz sakin kendi halinde takılan ( lül ) beni ...	NOT
22884	masterchefte ki murat'ı izleyip , temiz delirmek istiyorum qwkgllx	NOT
36677	her yerden gelebilecek misillemeye dikkat edin .	NOT
13997	" değil mi ki korkudan dili bağlı sanatın , değil mi ki çılgınlık sahip çıkmış düzene , doğruya doğru derken eğriye çıkmış adın , değil mi ki kötüler kadı olmuş yemene , vazgeçtim bu dünyadan , dünyamdan geçtim ama , seni yalnız koşmak var , o koyuyor adama . "	NOT
12362	acıyı seviyorum ; damak tadım böyle . .	NOT
34618	bense bu karıyı her gördüğümde lavaboya koşuyorum kusma geliyor	OFF
18455	kadın bunları kendi memnuniyetsizliğinden yapmamış erkeklerin doyumsuzluğundan ve memnuniyetsizliğinden yapmış allah erkeklere azcık daha akıl vereymiş kadının bunları yapmasına gerek kalmayacakmış	OFF
30578	hakkaten birader demek ki fener'i yenmek için top oynamaya gerek yok :) adamlar nasıl bir düşüşteyse . gerçi gs ve bjk yenemedi bunları ama .	NOT
28942	boydan fotoğraf falan istiyorlardır kesin nşmşmşmksk	NOT
29887	9 haziran 2017 cuma sa4441 / tg227 : pakistan ve afganistan'da çin-hindistan - abd işbirlikleri sonsuz arkın notu : aşağıdaki metin , yeterli bir analiz olmaktan çok uzak olmakla birlikte , hindistan-pakistan - afganistan ve iran gibi benzer dört ülke üzerinden yürüyen	NOT
33043	yer görevlilerinizden call center a kadar rezilsiniz ! yurtiçinde seçenek olmadığı için mecburen yurtdışında asla ! zaten bir lufthansa emirates katar asla olamayacaksınız bunlar yüzünden !	OFF
